,airport,timezone
2679,GOO,Australia/Brisbane
2680,GOP,Asia/Kolkata
2681,GOQ,Asia/Urumqi
2682,GOR,Africa/Addis_Ababa
2683,GOS,Australia/Sydney
2684,GOT,Europe/Stockholm
2685,GOU,Africa/Douala
2686,GOV,Australia/Darwin
2687,GOZ,Europe/Sofia
2688,GPA,Europe/Athens
2689,GPB,America/Sao_Paulo
2690,GPD,Australia/Brisbane
2691,GPI,America/Bogota
2692,GPL,America/Costa_Rica
2693,GPN,Australia/Darwin
2694,GPO,America/Argentina/Salta
2695,GPS,Pacific/Galapagos
2696,GPT,America/Chicago
2697,GPZ,America/Chicago
2698,GQQ,America/New_York
2699,GRA,America/Bogota
2700,GRB,America/Chicago
2701,GRC,Africa/Monrovia
2702,GRD,America/New_York
2703,GRE,America/Chicago
2704,GRF,America/Los_Angeles
2705,GRG,Asia/Kabul
2706,GRH,Pacific/Port_Moresby
2707,GRI,America/Chicago
2708,GRJ,Africa/Johannesburg
2709,GRK,America/Chicago
2710,GRL,Pacific/Port_Moresby
2711,GRM,America/Chicago
2712,GRN,America/Denver
2713,GRO,Europe/Madrid
2714,GRP,America/Araguaina
2715,GRQ,Europe/Amsterdam
2716,GRR,America/Detroit
2717,GRS,Europe/Rome
2718,GRT,Asia/Karachi
2719,GRU,America/Sao_Paulo
2720,GRV,Europe/Moscow
2721,GRW,Atlantic/Azores
2722,GRX,Europe/Madrid
2723,GRY,Atlantic/Reykjavik
2724,GRZ,Europe/Vienna
2725,GSA,Asia/Kuching
2726,GSB,America/New_York
2727,GSC,Australia/Perth
2728,GSE,Europe/Stockholm
2729,GSH,America/Indiana/Indianapolis
2730,GSI,America/Cayenne
2731,GSJ,America/Guatemala
2732,GSL,America/Yellowknife
2733,GSM,Asia/Tehran
2734,GSN,Australia/Adelaide
2735,GSO,America/New_York
2736,GSP,America/New_York
2737,GSQ,Africa/Cairo
2738,GSR,Africa/Mogadishu
2739,GSS,Africa/Johannesburg
2740,GST,America/Juneau
2741,GSU,Africa/Khartoum
2742,GTA,Pacific/Guadalcanal
2743,GTE,Australia/Darwin
2744,GTF,America/Denver
2745,GTG,America/Chicago
2746,GTI,Europe/Berlin
2747,GTN,Pacific/Auckland
2748,GTO,Asia/Makassar
2749,GTP,America/Los_Angeles
2750,GTR,America/Chicago
2751,GTS,Australia/Darwin
2752,GTT,Australia/Brisbane
2753,GTW,Europe/Prague
2754,GTY,America/New_York
2755,GTZ,Africa/Dar_es_Salaam
2756,GUA,America/Guatemala
2757,GUB,America/Tijuana
2758,GUC,America/Denver
2759,GUD,Africa/Bamako
2760,GUE,Pacific/Port_Moresby
2761,GUF,America/Chicago
2762,GUG,Pacific/Port_Moresby
2763,GUH,Australia/Sydney
2764,GUI,America/Caracas
2765,GUJ,America/Sao_Paulo
2766,GUL,Australia/Sydney
2767,GUM,Pacific/Guam
2768,GUO,Africa/Mogadishu
2769,GUP,America/Denver
2770,GUQ,America/Caracas
2771,GUR,Pacific/Port_Moresby
2772,GUS,America/Indiana/Indianapolis
2773,GUT,Europe/Berlin
2774,GUU,Atlantic/Reykjavik
2775,GUV,Pacific/Port_Moresby
2776,GUW,Asia/Atyrau
2777,GUX,Asia/Kolkata
2778,GUY,America/Chicago
2779,GUZ,America/Sao_Paulo
2780,GVA,Europe/Zurich
2781,GVE,America/New_York
2782,GVI,Pacific/Port_Moresby
2783,GVL,America/New_York
2784,GVN,Asia/Vladivostok
2785,GVP,Australia/Brisbane
2786,GVR,America/Sao_Paulo
2787,GVT,America/Chicago
2788,GVX,Europe/Stockholm
2789,GWA,Asia/Yangon
2790,GWD,Asia/Karachi
2791,GWE,Africa/Harare
2792,GWL,Asia/Kolkata
2793,GWN,Pacific/Port_Moresby
2794,GWO,America/Chicago
2795,GWS,America/Denver
2796,GWT,Europe/Berlin
2797,GWV,America/New_York
2798,GWY,Europe/Dublin
2799,GXA,Asia/Pontianak
2800,GXF,Asia/Aden
2801,GXG,Africa/Luanda
2802,GXH,Asia/Shanghai
2803,GXQ,America/Santiago
2804,GXX,Africa/Douala
2805,GXY,America/Denver
2806,GYA,America/La_Paz
2807,GYD,Asia/Baku
2808,GYE,America/Guayaquil
2809,GYG,Asia/Yakutsk
2810,GYI,Africa/Kigali
2811,GYL,Australia/Perth
2812,GYM,America/Hermosillo
2813,GYN,America/Sao_Paulo
2814,GYP,Australia/Brisbane
2815,GYR,America/Phoenix
2816,GYS,Asia/Shanghai
2817,GYU,Asia/Shanghai
2818,GZA,Asia/Gaza
2819,GZI,Asia/Kabul
2820,GZO,Pacific/Guadalcanal
2821,GZP,Europe/Istanbul
2822,GZT,Europe/Istanbul
2823,GZW,Asia/Tehran
2824,HAA,Europe/Oslo
2825,HAB,America/Chicago
2826,HAC,Asia/Tokyo
2827,HAD,Europe/Stockholm
2828,HAF,America/Los_Angeles
2829,HAH,Indian/Comoro
2830,HAI,America/Detroit
2831,HAJ,Europe/Berlin
2832,HAK,Asia/Shanghai
2833,HAL,Africa/Windhoek
2834,HAM,Europe/Berlin
2835,HAN,Asia/Ho_Chi_Minh
2836,HAO,America/New_York
2837,HAQ,Indian/Maldives
2838,HAR,America/New_York
2839,HAS,Asia/Riyadh
2840,HAT,Australia/Brisbane
2841,HAU,Europe/Oslo
2842,HAV,America/Havana
2843,HAW,Europe/London
2844,HAZ,Pacific/Port_Moresby
2845,HBA,Australia/Hobart
2846,HBB,America/Denver
2847,HBD,Pacific/Port_Moresby
2848,HBE,Africa/Cairo
2849,HBG,America/Chicago
2850,HBH,America/Juneau
2851,HBK,America/Phoenix
2852,HBQ,Asia/Shanghai
2853,HBR,America/Chicago
2854,HBT,Asia/Colombo
2855,HBU,Asia/Hovd
2856,HBX,Asia/Kolkata
2857,HCA,America/Chicago
2858,HCC,America/New_York
2859,HCJ,Asia/Shanghai
2860,HCM,Africa/Mogadishu
2861,HCN,Asia/Taipei
2862,HCQ,Australia/Perth
2863,HCR,America/Anchorage
2864,HCW,America/New_York
2865,HDB,Europe/Berlin
2866,HDD,Asia/Karachi
2867,HDE,America/Chicago
2868,HDF,Europe/Berlin
2869,HDG,Asia/Shanghai
2870,HDH,Pacific/Honolulu
2871,HDM,Asia/Tehran
2872,HDN,America/Denver
2873,HDR,Asia/Tehran
2874,HDS,Africa/Johannesburg
2875,HDY,Asia/Bangkok
2876,HEA,Asia/Kabul
2877,HEB,Asia/Yangon
2878,HED,America/Anchorage
2879,HEE,America/Chicago
2880,HEH,Asia/Yangon
2881,HEI,Europe/Berlin
2882,HEK,Asia/Shanghai
2883,HEL,Europe/Helsinki
2884,HEM,Europe/Helsinki
2885,HEO,Pacific/Port_Moresby
2886,HER,Europe/Athens
2887,HES,America/Los_Angeles
2888,HET,Asia/Shanghai
2889,HEZ,America/Chicago
2890,HFA,Asia/Jerusalem
2891,HFD,America/New_York
2892,HFE,Asia/Shanghai
2893,HFF,America/New_York
2894,HFN,Atlantic/Reykjavik
2895,HFS,Europe/Stockholm
2896,HFT,Europe/Oslo
2897,HGA,Africa/Mogadishu
2898,HGD,Australia/Brisbane
2899,HGE,America/Caracas
2900,HGH,Asia/Shanghai
2901,HGI,Africa/Khartoum
2902,HGL,Europe/Berlin
2903,HGN,Asia/Bangkok
2904,HGO,Africa/Abidjan
2905,HGR,America/New_York
2906,HGS,Africa/Freetown
2907,HGU,Pacific/Port_Moresby
2908,HGZ,America/Anchorage
2909,HHE,Asia/Tokyo
2910,HHH,America/New_York
2911,HHI,Pacific/Honolulu
2912,HHN,Europe/Berlin
2913,HHQ,Asia/Bangkok
2914,HHR,America/Los_Angeles
2915,HHZ,Pacific/Tahiti
2916,HIA,Asia/Shanghai
2917,HIB,America/Chicago
2918,HID,Australia/Brisbane
2919,HIE,America/New_York
2920,HIF,America/Denver
2921,HIG,Australia/Brisbane
2922,HII,America/Phoenix
2923,HIJ,Asia/Tokyo
2924,HIL,Africa/Addis_Ababa
2925,HIM,Asia/Colombo
2926,HIN,Asia/Seoul
2927,HIO,America/Los_Angeles
2928,HIP,Australia/Brisbane
2929,HIR,Pacific/Guadalcanal
2930,HIT,Pacific/Port_Moresby
2931,HIW,Asia/Tokyo
2932,HJJ,Asia/Shanghai
2933,HJR,Asia/Kolkata
2934,HJT,Asia/Ulaanbaatar
2935,HKA,America/Chicago
2936,HKB,America/Anchorage
2937,HKD,Asia/Tokyo
2938,HKG,Asia/Hong_Kong
2939,HKK,Pacific/Auckland
2940,HKN,Pacific/Port_Moresby
2941,HKR,Africa/Nairobi
2942,HKS,America/Chicago
2943,HKT,Asia/Bangkok
2944,HKV,Europe/Sofia
2945,HKY,America/New_York
2946,HLA,Africa/Johannesburg
2947,HLB,America/Indiana/Indianapolis
2948,HLC,America/Chicago
2949,HLD,Asia/Shanghai
2950,HLE,Atlantic/St_Helena
2951,HLF,Europe/Stockholm
2952,HLG,America/New_York
2953,HLH,Asia/Shanghai
2954,HLI,America/Los_Angeles
2955,HLL,Australia/Perth
2956,HLM,America/Detroit
2957,HLN,America/Denver
2958,HLP,Asia/Jakarta
2959,HLR,America/Chicago
2960,HLS,Australia/Hobart
2961,HLT,Australia/Melbourne
2962,HLV,Australia/Brisbane
2963,HLW,Africa/Johannesburg
2964,HLZ,Pacific/Auckland
2965,HMA,Asia/Yekaterinburg
2966,HMB,Africa/Cairo
2967,HME,Africa/Algiers
2968,HMG,Australia/Darwin
2969,HMI,Asia/Urumqi
2970,HMJ,Europe/Kiev
2971,HMN,America/Denver
2972,HMO,America/Hermosillo
2973,HMR,Europe/Oslo
2974,HMT,America/Los_Angeles
2975,HMV,Europe/Stockholm
2976,HMY,Asia/Seoul
2977,HNA,Asia/Tokyo
2978,HNB,America/Indiana/Vincennes
2979,HNC,America/New_York
2980,HND,Asia/Tokyo
2981,HNH,America/Juneau
2982,HNI,Pacific/Port_Moresby
2983,HNL,Pacific/Honolulu
2984,HNM,Pacific/Honolulu
2985,HNN,Pacific/Port_Moresby
2986,HNS,America/Juneau
2987,HNY,Asia/Shanghai
2988,HOA,Africa/Nairobi
2989,HOB,America/Denver
2990,HOC,Pacific/Port_Moresby
2991,HOD,Asia/Aden
2992,HOE,Asia/Vientiane
2993,HOF,Asia/Riyadh
2994,HOG,America/Havana
2995,HOH,Europe/Vienna
2996,HOI,Pacific/Tahiti
2997,HOK,Australia/Darwin
2998,HOM,America/Anchorage
2999,HON,America/Chicago
3000,HOO,Asia/Ho_Chi_Minh
3001,HOP,America/Chicago
3002,HOQ,Europe/Berlin
3003,HOR,Atlantic/Azores
3004,HOS,America/Argentina/Salta
3005,HOT,America/Chicago
3006,HOU,America/Chicago
3007,HOV,Europe/Oslo
3008,HOX,Asia/Yangon
3009,HOY,Europe/London
3010,HPA,Pacific/Tongatapu
3011,HPB,America/Nome
3012,HPE,Australia/Brisbane
3013,HPG,Asia/Shanghai
3014,HPH,Asia/Ho_Chi_Minh
3015,HPN,America/New_York
3016,HPT,America/Chicago
3017,HPV,Pacific/Honolulu
3018,HPY,America/Chicago
3019,HQM,America/Los_Angeles
3020,HRB,Asia/Shanghai
3021,HRC,Asia/Almaty
3022,HRE,Africa/Harare
3023,HRG,Africa/Cairo
3024,HRI,Asia/Colombo
3025,HRK,Europe/Zaporozhye
3026,HRL,America/Chicago
3027,HRM,Africa/Algiers
3028,HRO,America/Chicago
3029,HRR,America/Bogota
3030,HRS,Africa/Johannesburg
3031,HRT,Europe/London
3032,HRY,Australia/Darwin
3033,HRZ,America/Sao_Paulo
3034,HSB,America/Chicago
3035,HSC,Asia/Shanghai
3036,HSG,Asia/Tokyo
3037,HSH,America/Los_Angeles
3038,HSI,America/Chicago
3039,HSJ,Asia/Shanghai
3040,HSK,Europe/Madrid
3041,HSL,America/Anchorage
3042,HSM,Australia/Melbourne
3043,HSN,Asia/Shanghai
3044,HSP,America/New_York
3045,HSS,Asia/Kolkata
3046,HST,America/New_York
3047,HSV,America/Chicago
3048,HSZ,Asia/Taipei
3049,HTA,Asia/Yakutsk
3050,HTG,Asia/Krasnoyarsk
3051,HTH,America/Los_Angeles
3052,HTI,Australia/Lindeman
3053,HTL,America/Detroit
3054,HTM,Asia/Ulaanbaatar
3055,HTN,Asia/Shanghai
3056,HTO,America/New_York
3057,HTR,Asia/Tokyo
3058,HTS,America/New_York
3059,HTT,Asia/Urumqi
3060,HTU,Australia/Melbourne
3061,HTV,America/Chicago
3062,HTW,America/New_York
3063,HTY,Europe/Istanbul
3064,HTZ,America/Bogota
3065,HUA,America/Chicago
3066,HUB,Australia/Darwin
3067,HUC,America/Puerto_Rico
3068,HUD,America/Chicago
3069,HUE,Africa/Addis_Ababa
3070,HUF,America/Indiana/Indianapolis
3071,HUG,America/Guatemala
3072,HUH,Pacific/Tahiti
3073,HUI,Asia/Ho_Chi_Minh
3074,HUJ,America/Chicago
3075,HUK,Africa/Gaborone
3076,HUL,America/New_York
3077,HUM,America/Chicago
3078,HUN,Asia/Taipei
3079,HUO,Asia/Shanghai
3080,HUQ,Africa/Tripoli
3081,HUS,America/Anchorage
3082,HUT,America/Chicago
3083,HUU,America/Lima
3084,HUV,Europe/Stockholm
3085,HUW,America/Manaus
3086,HUX,America/Mexico_City
3087,HUY,Europe/London
3088,HUZ,Asia/Shanghai
3089,HVA,Indian/Antananarivo
3090,HVB,Australia/Brisbane
3091,HVD,Asia/Hovd
3092,HVE,America/Denver
3093,HVG,Europe/Oslo
3094,HVK,Atlantic/Reykjavik
3095,HVN,America/New_York
3096,HVR,America/Denver
3097,HVS,America/New_York
3098,HWA,Pacific/Port_Moresby
3099,HWD,America/Los_Angeles
3100,HWI,America/Juneau
3101,HWK,Australia/Adelaide
3102,HWN,Africa/Harare
3103,HWO,America/New_York
3104,HXD,Asia/Urumqi
3105,HXX,Australia/Sydney
3106,HYA,America/New_York
3107,HYC,Europe/London
3108,HYD,Asia/Kolkata
3109,HYF,Pacific/Port_Moresby
3110,HYG,America/Metlakatla
3111,HYL,America/Juneau
3112,HYN,Asia/Shanghai
3113,HYR,America/Chicago
3114,HYS,America/Chicago
3115,HYV,Europe/Helsinki
3116,HZB,Europe/Paris
3117,HZG,Asia/Shanghai
3118,HZH,Asia/Shanghai
3119,HZK,Atlantic/Reykjavik
3120,HZL,America/New_York
3121,HZP,America/Edmonton
3122,HZV,Africa/Johannesburg
3123,IAA,Asia/Krasnoyarsk
3124,IAB,America/Chicago
3125,IAD,America/New_York
3126,IAG,America/New_York
3127,IAH,America/Chicago
3128,IAM,Africa/Algiers
3129,IAN,America/Anchorage
3130,IAO,Asia/Manila
3131,IAQ,Asia/Tehran
3132,IAR,Europe/Moscow
3133,IAS,Europe/Bucharest
3134,IAU,Pacific/Port_Moresby
3135,IBA,Africa/Lagos
3136,IBB,Pacific/Galapagos
3137,IBE,America/Bogota
3138,IBI,Pacific/Port_Moresby
3139,IBL,Africa/Maputo
3140,IBO,Africa/Maputo
3141,IBP,America/Lima
3142,IBR,Asia/Tokyo
3143,IBZ,Europe/Madrid
3144,ICA,America/Caracas
3145,ICC,America/Caracas
3146,ICI,Pacific/Fiji
3147,ICK,America/Paramaribo
3148,ICL,America/Chicago
3149,ICN,Asia/Seoul
3150,ICO,Asia/Manila
3151,ICS,America/Boise
3152,ICT,America/Chicago
3153,ICY,America/Anchorage
3154,IDA,America/Boise
3155,IDB,Europe/Stockholm
3156,IDC,Africa/Maputo
3157,IDF,Africa/Kinshasa
3158,IDG,America/Chicago
3159,IDH,America/Los_Angeles
3160,IDI,America/New_York
3161,IDK,Australia/Adelaide
3162,IDN,Pacific/Port_Moresby
3163,IDO,America/Araguaina
3164,IDP,America/Chicago
3165,IDR,Asia/Kolkata
3166,IDY,Europe/Paris
3167,IEG,Europe/Warsaw
3168,IEJ,Asia/Tokyo
3169,IES,Europe/Berlin
3170,IEV,Europe/Kiev
3171,IFA,America/Chicago
3172,IFF,Australia/Brisbane
3173,IFH,Asia/Tehran
3174,IFJ,Atlantic/Reykjavik
3175,IFL,Australia/Brisbane
3176,IFN,Asia/Tehran
3177,IFO,Europe/Uzhgorod
3178,IFP,America/Phoenix
3179,IFU,Indian/Maldives
3180,IGA,America/Nassau
3181,IGB,America/Argentina/Salta
3182,IGD,Europe/Istanbul
3183,IGE,Africa/Libreville
3184,IGG,America/Anchorage
3185,IGH,Australia/Brisbane
3186,IGL,Europe/Istanbul
3187,IGM,America/Phoenix
3188,IGN,Asia/Manila
3189,IGO,America/Bogota
3190,IGR,America/Argentina/Cordoba
3191,IGS,Europe/Berlin
3192,IGT,Europe/Moscow
3193,IGU,America/Sao_Paulo
3194,IHC,Africa/Maputo
3195,IHN,Asia/Aden
3196,IHO,Indian/Antananarivo
3197,IHR,Asia/Tehran
3198,IHU,Pacific/Port_Moresby
3199,IIA,Europe/Dublin
3200,IIL,Asia/Tehran
3201,IIS,Pacific/Bougainville
3202,IJK,Europe/Samara
3203,IJU,America/Sao_Paulo
3204,IJX,America/Chicago
3205,IKA,Asia/Tehran
3206,IKB,America/New_York
3207,IKI,Asia/Tokyo
3208,IKK,America/Chicago
3209,IKL,Africa/Kinshasa
3210,IKO,America/Adak
3211,IKP,Australia/Brisbane
3212,IKS,Asia/Yakutsk
3213,IKT,Asia/Irkutsk
3214,IKU,Asia/Bishkek
3215,ILA,Asia/Jayapura
3216,ILD,Europe/Madrid
3217,ILE,America/Chicago
3218,ILF,America/Winnipeg
3219,ILG,America/New_York
3220,ILH,Europe/Berlin
3221,ILI,America/Anchorage
3222,ILK,Indian/Antananarivo
3223,ILL,America/Chicago
3224,ILM,America/New_York
3225,ILN,America/New_York
3226,ILO,Asia/Manila
3227,ILP,Pacific/Noumea
3228,ILQ,America/Lima
3229,ILR,Africa/Lagos
3230,ILS,America/El_Salvador
3231,ILU,Africa/Nairobi
3232,ILX,Pacific/Port_Moresby
3233,ILY,Europe/London
3234,ILZ,Europe/Bratislava
3235,IMA,Pacific/Port_Moresby
3236,IMB,America/Guyana
3237,IMD,Pacific/Port_Moresby
3238,IMF,Asia/Kolkata
3239,IMG,Africa/Maputo
3240,IMI,Pacific/Majuro
3241,IMK,Asia/Kathmandu
3242,IML,America/Denver
3243,IMM,America/New_York
3244,IMN,Pacific/Port_Moresby
3245,IMO,Africa/Bangui
3246,IMP,America/Araguaina
3247,IMQ,Asia/Tehran
3248,IMT,America/Menominee
3249,INA,Europe/Moscow
3250,INB,America/Belize
3251,INC,Asia/Shanghai
3252,IND,America/Indiana/Indianapolis
3253,INE,Africa/Maputo
3254,INF,Africa/Algiers
3255,INH,Africa/Maputo
3256,INI,Europe/Belgrade
3257,INJ,Australia/Brisbane
3258,INK,America/Chicago
3259,INL,America/Chicago
3260,INM,Australia/Adelaide
3261,INN,Europe/Vienna
3262,INO,Africa/Kinshasa
3263,INQ,Europe/Dublin
3264,INS,America/Los_Angeles
3265,INT,America/New_York
3266,INU,Pacific/Nauru
3267,INV,Europe/London
3268,INW,America/Phoenix
3269,INX,Asia/Jayapura
3270,INY,Africa/Johannesburg
3271,INZ,Africa/Algiers
3272,IOA,Europe/Athens
3273,IOK,Pacific/Port_Moresby
3274,IOM,Europe/Isle_of_Man
3275,ION,Africa/Brazzaville
3276,IOP,Pacific/Port_Moresby
3277,IOR,Europe/Dublin
3278,IOS,America/Bahia
3279,IOW,America/Chicago
3280,IPA,Pacific/Efate
3281,IPC,Pacific/Easter
3282,IPE,Asia/Manila
3283,IPG,America/Manaus
3284,IPH,Asia/Kuala_Lumpur
3285,IPI,America/Bogota
3286,IPL,America/Los_Angeles
3287,IPN,America/Sao_Paulo
3288,IPT,America/New_York
3289,IPU,America/Bahia
3290,IPZ,America/Costa_Rica
3291,IQA,Asia/Baghdad
3292,IQM,Asia/Urumqi
3293,IQN,Asia/Shanghai
3294,IQQ,America/Santiago
3295,IQT,America/Lima
3296,IRA,Pacific/Guadalcanal
3297,IRB,America/Chicago
3298,IRC,America/Anchorage
3299,IRD,Asia/Dhaka
3300,IRE,America/Bahia
3301,IRG,Australia/Brisbane
3302,IRI,Africa/Dar_es_Salaam
3303,IRJ,America/Argentina/La_Rioja
3304,IRK,America/Chicago
3305,IRM,Asia/Yekaterinburg
3306,IRN,America/Tegucigalpa
3307,IRO,Africa/Bangui
3308,IRP,Africa/Lubumbashi
3309,IRS,America/Detroit
3310,IRU,Asia/Colombo
3311,IRZ,America/Manaus
3312,ISA,Australia/Brisbane
3313,ISB,Asia/Karachi
3314,ISC,Europe/London
3315,ISD,America/Bogota
3316,ISE,Europe/Istanbul
3317,ISG,Asia/Tokyo
3318,ISI,Australia/Brisbane
3319,ISJ,America/Cancun
3320,ISK,Asia/Kolkata
3321,ISL,Europe/Istanbul
3322,ISM,America/New_York
3323,ISN,America/Chicago
3324,ISO,America/New_York
3325,ISP,America/New_York
3326,ISQ,America/Detroit
3327,ISS,America/New_York
3328,IST,Europe/Istanbul
3329,ISU,Asia/Baghdad
3330,ISW,America/Chicago
3331,ITA,America/Manaus
3332,ITB,America/Manaus
3333,ITE,America/Bahia
3334,ITH,America/New_York
3335,ITI,America/Sao_Paulo
3336,ITK,Pacific/Port_Moresby
3337,ITM,Asia/Tokyo
3338,ITN,America/Bahia
3339,ITO,Pacific/Honolulu
3340,ITP,America/Sao_Paulo
3341,ITQ,America/Sao_Paulo
3342,ITR,America/Sao_Paulo
3343,ITU,Asia/Magadan
3344,IUE,Pacific/Niue
3345,IUL,Asia/Jayapura
3346,IUS,Pacific/Port_Moresby
3347,IVA,Indian/Antananarivo
3348,IVC,Pacific/Auckland
3349,IVG,Europe/Podgorica
3350,IVI,America/Panama
3351,IVL,Europe/Helsinki
3352,IVO,America/Bogota
3353,IVR,Australia/Sydney
3354,IVW,Australia/Darwin
3355,IWA,Europe/Moscow
3356,IWD,America/Menominee
3357,IWJ,Asia/Tokyo
3358,IWK,Asia/Tokyo
3359,IWO,Asia/Tokyo
3360,IWS,America/Chicago
3361,IXA,Asia/Kolkata
3362,IXB,Asia/Kolkata
3363,IXC,Asia/Kolkata
3364,IXD,Asia/Kolkata
3365,IXE,Asia/Kolkata
3366,IXG,Asia/Kolkata
3367,IXH,Asia/Kolkata
3368,IXI,Asia/Kolkata
3369,IXJ,Asia/Kolkata
3370,IXK,Asia/Kolkata
3371,IXL,Asia/Kolkata
3372,IXM,Asia/Kolkata
3373,IXN,Asia/Kolkata
3374,IXP,Asia/Kolkata
3375,IXQ,Asia/Kolkata
3376,IXR,Asia/Kolkata
3377,IXS,Asia/Kolkata
3378,IXT,Asia/Kolkata
3379,IXU,Asia/Kolkata
3380,IXV,Asia/Kolkata
3381,IXW,Asia/Kolkata
3382,IXY,Asia/Kolkata
3383,IXZ,Asia/Kolkata
3384,IYK,America/Los_Angeles
3385,IZA,America/Sao_Paulo
3386,IZM,Europe/Istanbul
3387,IZO,Asia/Tokyo
3388,IZT,America/Mexico_City
3389,JAA,Asia/Kabul
3390,JAB,Australia/Darwin
3391,JAC,America/Denver
3392,JAD,Australia/Perth
3393,JAE,America/Lima
3394,JAF,Asia/Colombo
3395,JAG,Asia/Karachi
3396,JAI,Asia/Kolkata
3397,JAK,America/Port-au-Prince
3398,JAL,America/Mexico_City
3399,JAM,Europe/Sofia
3400,JAN,America/Chicago
3401,JAP,America/Costa_Rica
3402,JAQ,Pacific/Port_Moresby
3403,JAR,Asia/Tehran
3404,JAS,America/Chicago
3405,JAT,Pacific/Majuro
3406,JAU,America/Lima
3407,JAV,America/Godthab
3408,JAX,America/New_York
3409,JBB,Asia/Jakarta
3410,JBQ,America/Santo_Domingo
3411,JBR,America/Chicago
3412,JBT,America/Anchorage
3413,JCB,America/Sao_Paulo
3414,JCH,America/Godthab
3415,JCI,America/Chicago
3416,JCK,Australia/Brisbane
3417,JCM,America/Bahia
3418,JCR,America/Manaus
3419,JCT,America/Chicago
3420,JCY,America/Chicago
3421,JDA,America/Los_Angeles
3422,JDF,America/Sao_Paulo
3423,JDG,Asia/Seoul
3424,JDH,Asia/Kolkata
3425,JDN,America/Denver
3426,JDO,America/Fortaleza
3427,JDR,America/Sao_Paulo
3428,JDZ,Asia/Shanghai
3429,JED,Asia/Riyadh
3430,JEE,America/Port-au-Prince
3431,JEF,America/Chicago
3432,JEG,America/Godthab
3433,JEJ,Pacific/Majuro
3434,JEK,Africa/Lusaka
3435,JEQ,America/Bahia
3436,JER,Europe/Jersey
3437,JFK,America/New_York
3438,JFN,America/New_York
3439,JFR,America/Godthab
3440,JGA,Asia/Kolkata
3441,JGB,Asia/Kolkata
3442,JGD,Asia/Shanghai
3443,JGN,Asia/Shanghai
3444,JGS,Asia/Shanghai
3445,JHB,Asia/Kuala_Lumpur
3446,JHG,Asia/Shanghai
3447,JHL,America/Edmonton
3448,JHM,Pacific/Honolulu
3449,JHS,America/Godthab
3450,JHW,America/New_York
3451,JIA,America/Cuiaba
3452,JIB,Africa/Djibouti
3453,JIC,Asia/Shanghai
3454,JIJ,Africa/Addis_Ababa
3455,JIK,Europe/Athens
3456,JIL,Asia/Shanghai
3457,JIM,Africa/Addis_Ababa
3458,JIN,Africa/Kampala
3459,JIO,Asia/Jayapura
3460,JIP,America/Guayaquil
3461,JIQ,Asia/Shanghai
3462,JIR,Asia/Kathmandu
3463,JIU,Asia/Shanghai
3464,JIW,Asia/Karachi
3465,JJA,Pacific/Guadalcanal
3466,JJD,America/Fortaleza
3467,JJG,America/Sao_Paulo
3468,JJI,America/Lima
3469,JJM,Africa/Nairobi
3470,JJN,Asia/Shanghai
3471,JKG,Europe/Stockholm
3472,JKH,Europe/Athens
3473,JKL,Europe/Athens
3474,JKR,Asia/Kathmandu
3475,JKT,Asia/Jakarta
3476,JKV,America/Chicago
3477,JLA,America/Anchorage
3478,JLN,America/Chicago
3479,JLR,Asia/Kolkata
3480,JLS,America/Sao_Paulo
3481,JMB,Africa/Luanda
3482,JMJ,Asia/Shanghai
3483,JMK,Europe/Athens
3484,JMO,Asia/Kathmandu
3485,JMS,America/Chicago
3486,JMU,Asia/Shanghai
3487,JNA,America/Sao_Paulo
3488,JNB,Africa/Johannesburg
3489,JNG,Asia/Shanghai
3490,JNI,America/Argentina/Buenos_Aires
3491,JNJ,Asia/Muscat
3492,JNU,America/Juneau
3493,JNX,Europe/Athens
3494,JNZ,Asia/Shanghai
3495,JOE,Europe/Helsinki
3496,JOG,Asia/Jakarta
3497,JOH,Africa/Johannesburg
3498,JOI,America/Sao_Paulo
3499,JOJ,America/Cambridge_Bay
3500,JOK,Europe/Moscow
3501,JOL,Asia/Manila
3502,JOM,Africa/Dar_es_Salaam
3503,JOP,Pacific/Port_Moresby
3504,JOS,Africa/Lagos
3505,JOT,America/Chicago
3506,JPA,America/Fortaleza
3507,JPR,America/Porto_Velho
3508,JQA,America/Godthab
3509,JQE,America/Panama
3510,JRF,Pacific/Honolulu
3511,JRG,Asia/Kolkata
3512,JRH,Asia/Kolkata
3513,JRN,America/Cuiaba
3514,JRO,Africa/Dar_es_Salaam
3515,JRS,Asia/Hebron
3516,JSA,Asia/Kolkata
3517,JSH,Europe/Athens
3518,JSI,Europe/Athens
3519,JSJ,Asia/Shanghai
3520,JSK,Asia/Tehran
3521,JSM,America/Argentina/Catamarca
3522,JSR,Asia/Dhaka
3523,JST,America/New_York
3524,JSU,America/Godthab
3525,JSY,Europe/Athens
